fund,base_fund,tilt,base_annualised_return,base_annualised_volatility,base_sharpe,base_max_drawdown,fused_annualised_return,fused_annualised_volatility,fused_sharpe,fused_max_drawdown,sharpe_delta
Combined Min-Variance + Sentiment,Combined Min-Variance,0.1,0.05771397397731404,0.12631048612439566,0.4569214777661056,-0.1529885477660321,0.0617330388250632,0.12635671121476907,0.4885616144292904,-0.14744101535889143,0.031640136663184826
Combined Max-Sharpe + Sentiment,Combined Max-Sharpe,0.1,0.2496093741265515,0.2462684276096601,1.0135662802955272,-0.2326544172817594,0.24999363677579933,0.2481565082617945,1.0074031043024942,-0.2363513427678643,-0.006163175993032954
